"popul","TVnews","selfLR","ClinLR","DoleLR","PID","age","educ","income","vote"
22,7,"sliLib","sliLib","Mod","Republican",47,"HS",27.5,"Clinton"
3,4,"Mod","sliCon","sliLib","Democrat",43,"BAdeg",27.5,"Clinton"
0,6,"sliCon","sliLib","Con","Republican",64,"HSdrop",27.5,"Dole"
0,7,"Mod","sliLib","sliCon","Independent",75,"Coll",27.5,"Dole"
67,3,"Mod","Mod","extCon","Democrat",27,"BAdeg",27.5,"Clinton"
40,7,"Mod","Mod","Con","Democrat",21,"HS",27.5,"Clinton"
74,4,"Lib","Lib","Con","Democrat",70,"HSdrop",27.5,"Clinton"
3,6,"sliCon","Lib","Con","Republican",67,"HS",27.5,"Dole"
140,7,"Con","Mod","sliCon","Republican",82,"CCdeg",27.5,"Clinton"
14,0,"Lib","Lib","Con","Democrat",40,"BAdeg",27.5,"Clinton"
110,0,"sliCon","sliLib","Con","Republican",26,"Coll",27.5,"Dole"
35,3,"Mod","sliLib","sliCon","Democrat",29,"BAdeg",27.5,"Clinton"
0,1,"Mod","sliCon","Con","Independent",28,"BAdeg",27.5,"Clinton"
310,7,"Con","Mod","sliLib","Republican",65,"HS",27.5,"Clinton"
900,2,"Con","sliCon","sliLib","Democrat",25,"HS",27.5,"Clinton"
0,7,"sliLib","Lib","extCon","Democrat",65,"HSdrop",27.5,"Clinton"
11,4,"Con","Lib","Con","Republican",38,"CCdeg",27.5,"Dole"
0,2,"Mod","sliLib","sliCon","Republican",72,"MAdeg",27.5,"Dole"
270,7,"sliLib","Lib","extCon","Democrat",67,"HS",27.5,"Clinton"
51,7,"sliLib","extLib","extCon","Democrat",74,"HS",27.5,"Clinton"
11,5,"Lib","Mod","Mod","Independent",71,"BAdeg",27.5,"Clinton"
2,0,"Mod","Con","Mod","Democrat",47,"HS",27.5,"Clinton"
20,7,"sliCon","Mod","Con","Democrat",69,"MS",27.5,"Clinton"
31,3,"sliLib","sliLib","Con","Democrat",29,"BAdeg",27.5,"Clinton"
2,0,"Con","Lib","sliCon","Republican",34,"HS",27.5,"Dole"
5,3,"Mod","sliLib","Con","Democrat",43,"Coll",27.5,"Clinton"
22,7,"Lib","extLib","extCon","Democrat",30,"HS",27.5,"Clinton"
0,7,"sliCon","sliCon","Mod","Democrat",76,"HSdrop",27.5,"Clinton"
27,0,"Lib","Mod","Con","Democrat",26,"CCdeg",32.5,"Clinton"
7,7,"Mod","sliLib","Con","Independent",76,"CCdeg",32.5,"Clinton"
0,0,"extLib","Mod","Con","Democrat",42,"MAdeg",32.5,"Clinton"
0,4,"sliLib","extLib","Mod","Republican",33,"HS",32.5,"Dole"
0,1,"Con","Lib","sliCon","Republican",25,"HS",32.5,"Dole"
2800,0,"Lib","Lib","extCon","Democrat",51,"Coll",32.5,"Clinton"
0,4,"Mod","Lib","sliCon","Independent",57,"HS",32.5,"Dole"
22,1,"Con","extLib","sliCon","Republican",21,"Coll",32.5,"Dole"
9,7,"sliCon","extLib","Mod","Republican",79,"MAdeg",32.5,"Dole"
0,1,"Con","Lib","sliCon","Republican",35,"CCdeg",32.5,"Dole"
9,5,"Mod","Lib","sliCon","Independent",57,"BAdeg",32.5,"Dole"
0,1,"Mod","Mod","Con","Republican",32,"BAdeg",32.5,"Clinton"
37,5,"Mod","sliCon","sliCon","Independent",51,"BAdeg",32.5,"Clinton"
23,0,"sliCon","Lib","Mod","Republican",62,"MAdeg",32.5,"Dole"
0,4,"sliCon","extLib","Con","Republican",48,"Coll",32.5,"Dole"
0,7,"extCon","extLib","Con","Republican",39,"HS",32.5,"Dole"
0,5,"sliLib","Lib","Con","Republican",26,"BAdeg",32.5,"Dole"
40,0,"Mod","Lib","Mod","Democrat",38,"HS",32.5,"Dole"
0,5,"sliLib","sliLib","Mod","Democrat",50,"Coll",32.5,"Clinton"
9,2,"sliCon","sliCon","Con","Independent",33,"HS",32.5,"Dole"
15,5,"Mod","sliLib","Con","Independent",36,"HS",32.5,"Clinton"
640,5,"Mod","Mod","Con","Democrat",24,"BAdeg",32.5,"Clinton"
0,4,"sliLib","Lib","Con","Democrat",25,"CCdeg",32.5,"Clinton"
0,7,"Con","sliCon","sliLib","Democrat",62,"HS",32.5,"Clinton"
0,2,"Mod","sliLib","sliLib","Republican",33,"HS",32.5,"Dole"
0,7,"Con","Lib","sliCon","Republican",53,"BAdeg",32.5,"Dole"
22,7,"Con","Lib","sliCon","Republican",68,"BAdeg",32.5,"Dole"
22,7,"sliCon","Mod","Con","Democrat",68,"HS",32.5,"Clinton"
10,1,"Con","extLib","sliCon","Republican",38,"HS",32.5,"Dole"
29,1,"Mod","sliCon","sliLib","Democrat",58,"MS",32.5,"Clinton"
170,7,"Mod","Lib","Con","Republican",34,"BAdeg",32.5,"Dole"
4,2,"Mod","sliLib","Mod","Democrat",58,"HSdrop",32.5,"Clinton"
11,0,"sliLib","Mod","extCon","Democrat",35,"CCdeg",32.5,"Clinton"
31,3,"extCon","Lib","Con","Republican",42,"BAdeg",32.5,"Dole"
0,7,"Mod","Mod","Con","Democrat",54,"HS",32.5,"Clinton"
0,7,"Con","Lib","sliCon","Republican",69,"HS",32.5,"Dole"
360,2,"Mod","Con","sliCon","Democrat",35,"Coll",32.5,"Clinton"
0,7,"Con","extLib","sliCon","Republican",66,"Coll",32.5,"Dole"
900,2,"sliLib","Lib","extCon","Democrat",58,"HS",32.5,"Clinton"
51,5,"Lib","Mod","extCon","Democrat",41,"HS",32.5,"Clinton"
0,2,"sliCon","Lib","Con","Independent",35,"BAdeg",32.5,"Clinton"
110,0,"sliLib","sliLib","Con","Democrat",40,"MAdeg",32.5,"Clinton"
1,7,"Mod","extCon","Lib","Democrat",53,"MS",32.5,"Clinton"
8,5,"Con","Lib","Con","Republican",67,"BAdeg",32.5,"Dole"
5,5,"Mod","Mod","Con","Democrat",32,"CCdeg",32.5,"Clinton"
87,4,"sliLib","Mod","Con","Democrat",41,"Coll",32.5,"Clinton"
3,1,"Lib","extLib","Con","Democrat",43,"MAdeg",32.5,"Clinton"
51,1,"sliCon","sliLib","Lib","Democrat",65,"HSdrop",32.5,"Clinton"
350,7,"sliLib","sliLib","extCon","Democrat",60,"CCdeg",32.5,"Clinton"
3,7,"sliCon","sliLib","Con","Democrat",77,"BAdeg",32.5,"Clinton"
630,0,"Con","sliCon","Mod","Democrat",35,"Coll",32.5,"Clinton"
180,4,"Con","extCon","sliCon","Democrat",48,"Coll",32.5,"Clinton"
0,0,"Con","Lib","Con","Republican",52,"HS",32.5,"Dole"
35,7,"sliCon","sliLib","Con","Independent",43,"MAdeg",32.5,"Clinton"
0,7,"Con","Lib","Con","Republican",43,"CCdeg",32.5,"Dole"
0,7,"Con","Lib","Con","Republican",67,"Coll",32.5,"Dole"
6,1,"Mod","Mod","extCon","Democrat",56,"HS",32.5,"Clinton"
7300,2,"sliLib","sliLib","Mod","Democrat",62,"Coll",32.5,"Clinton"
2,1,"extCon","extCon","sliCon","Democrat",62,"HS",32.5,"Clinton"
35,3,"sliLib","Lib","Con","Democrat",22,"BAdeg",32.5,"Clinton"
0,0,"Lib","Lib","Con","Democrat",21,"CCdeg",32.5,"Clinton"
45,3,"Con","extLib","Con","Republican",34,"HS",32.5,"Dole"
0,7,"Mod","sliLib","sliCon","Democrat",70,"HS",32.5,"Clinton"
5,1,"sliLib","Lib","Con","Independent",50,"HS",32.5,"Clinton"
35,5,"Con","extLib","Con","Republican",42,"Coll",32.5,"Dole"
900,5,"Con","Lib","Con","Republican",73,"HS",32.5,"Dole"
35,2,"sliLib","extLib","Con","Democrat",57,"MAdeg",32.5,"Clinton"
0,7,"Con","extLib","sliCon","Republican",40,"BAdeg",32.5,"Dole"
0,2,"Con","extLib","Con","Republican",58,"BAdeg",32.5,"Dole"
11,7,"Mod","Con","Lib","Democrat",62,"HS",32.5,"Clinton"
40,1,"sliLib","sliCon","sliLib","Democrat",44,"HS",37.5,"Clinton"
0,3,"sliCon","sliLib","extCon","Republican",30,"BAdeg",37.5,"Clinton"
23,7,"sliLib","sliLib","extCon","Democrat",76,"CCdeg",37.5,"Clinton"
270,3,"Mod","sliLib","sliLib","Democrat",50,"Coll",37.5,"Clinton"
9,1,"Con","Lib","sliCon","Republican",41,"Coll",37.5,"Dole"
0,6,"Con","sliLib","Con","Republican",77,"HS",37.5,"Dole"
0,3,"Con","sliLib","sliCon","Republican",35,"BAdeg",37.5,"Dole"
0,7,"Mod","sliLib","Mod","Independent",39,"Coll",37.5,"Clinton"
2,0,"Mod","Lib","Mod","Independent",72,"HS",37.5,"Dole"
0,2,"Con","Lib","sliCon","Republican",42,"MAdeg",37.5,"Dole"
16,7,"sliCon","Lib","Con","Republican",85,"HSdrop",37.5,"Dole"
7300,0,"Mod","Lib","Con","Independent",79,"Coll",37.5,"Clinton"
0,5,"Lib","sliLib","Con","Democrat",39,"Coll",37.5,"Clinton"
23,4,"Con","extLib","sliCon","Republican",58,"BAdeg",37.5,"Dole"
42,0,"Mod","Lib","Con","Republican",27,"BAdeg",37.5,"Dole"
2,4,"Mod","sliLib","sliCon","Democrat",43,"CCdeg",37.5,"Clinton"
0,0,"sliLib","sliLib","Con","Democrat",58,"Coll",37.5,"Clinton"
42,7,"Mod","sliLib","Con","Independent",28,"MAdeg",37.5,"Dole"
470,2,"sliCon","sliLib","Con","Republican",27,"BAdeg",37.5,"Clinton"
42,0,"sliLib","Con","sliCon","Independent",40,"HS",37.5,"Clinton"
0,5,"extLib","sliLib","Con","Democrat",43,"BAdeg",37.5,"Clinton"
40,7,"sliCon","Mod","Con","Republican",64,"HS",37.5,"Dole"
180,7,"Lib","Lib","Con","Democrat",39,"BAdeg",37.5,"Clinton"
110,7,"Mod","Lib","Con","Independent",76,"Coll",37.5,"Dole"
140,5,"sliLib","sliLib","Con","Democrat",64,"CCdeg",37.5,"Clinton"
0,4,"Mod","Con","sliLib","Independent",28,"Coll",37.5,"Clinton"
0,2,"Mod","Lib","Con","Democrat",45,"HS",37.5,"Clinton"
190,1,"Con","Lib","Con","Republican",22,"HS",37.5,"Dole"
35,1,"sliLib","sliLib","Con","Democrat",27,"BAdeg",37.5,"Clinton"
45,0,"extLib","Lib","extCon","Democrat",31,"Coll",37.5,"Clinton"
170,1,"Lib","Lib","extCon","Democrat",34,"BAdeg",37.5,"Clinton"
0,4,"Lib","sliLib","extCon","Democrat",30,"Coll",37.5,"Clinton"
0,2,"Con","extLib","Con","Republican",64,"HS",37.5,"Dole"
35,0,"Con","extLib","Con","Independent",36,"BAdeg",37.5,"Dole"
5,7,"Mod","sliLib","sliCon","Independent",31,"HSdrop",37.5,"Dole"
350,1,"Mod","sliLib","Mod","Republican",37,"HS",37.5,"Dole"
4,0,"Con","Mod","Lib","Democrat",48,"HS",37.5,"Clinton"
70,0,"sliCon","extCon","extCon","Independent",41,"HS",37.5,"Clinton"
8,2,"sliCon","Lib","Con","Republican",25,"Coll",37.5,"Dole"
12,5,"Mod","Lib","Con","Republican",82,"HS",37.5,"Dole"
5,1,"Con","Lib","sliCon","Independent",36,"MAdeg",37.5,"Dole"
0,7,"Con","Lib","sliCon","Democrat",47,"HS",37.5,"Dole"
16,6,"Lib","sliLib","Con","Democrat",67,"Coll",37.5,"Clinton"
0,0,"Mod","Con","Lib","Republican",24,"Coll",37.5,"Dole"
9,0,"Mod","sliCon","sliLib","Republican",33,"BAdeg",37.5,"Dole"
14,7,"Mod","extLib","sliCon","Democrat",59,"Coll",37.5,"Dole"
22,7,"extCon","extLib","Con","Republican",71,"Coll",37.5,"Dole"
0,7,"Con","Lib","sliCon","Republican",36,"HS",37.5,"Dole"
1,3,"sliLib","sliLib","sliCon","Democrat",41,"HS",37.5,"Clinton"
1600,5,"Con","Lib","Con","Republican",38,"BAdeg",37.5,"Dole"
7300,1,"Con","sliLib","Con","Republican",32,"HS",37.5,"Dole"
19,0,"sliCon","Con","extCon","Democrat",32,"Coll",37.5,"Clinton"
9,6,"sliCon","Mod","Con","Democrat",75,"BAdeg",37.5,"Clinton"
0,7,"sliCon","Lib","Mod","Independent",52,"HS",37.5,"Dole"
1600,5,"Lib","sliLib","Con","Democrat",29,"MAdeg",37.5,"Clinton"
12,7,"sliLib","Mod","Con","Democrat",71,"HS",37.5,"Clinton"
1,0,"Con","Lib","sliCon","Independent",33,"BAdeg",37.5,"Clinton"
0,3,"extLib","Lib","extCon","Independent",67,"MAdeg",37.5,"Clinton"
0,2,"Con","extLib","Con","Republican",49,"Coll",37.5,"Dole"
0,0,"Lib","sliLib","sliCon","Democrat",31,"MAdeg",37.5,"Clinton"
9,7,"sliLib","Mod","Con","Democrat",53,"HSdrop",37.5,"Clinton"
0,3,"Lib","sliLib","extCon","Democrat",35,"MAdeg",37.5,"Clinton"
170,7,"Con","Lib","Con","Republican",49,"MAdeg",42.5,"Dole"
3,7,"Con","Mod","Mod","Democrat",74,"HS",42.5,"Clinton"
14,0,"Con","extLib","sliCon","Republican",29,"Coll",42.5,"Dole"
1,5,"Lib","sliLib","Con","Democrat",27,"BAdeg",42.5,"Clinton"
23,5,"Mod","Mod","Con","Republican",70,"Coll",42.5,"Clinton"
0,0,"Con","extLib","Con","Republican",43,"BAdeg",42.5,"Dole"
1,5,"Lib","sliLib","Con","Independent",47,"MAdeg",42.5,"Clinton"
0,4,"Mod","Mod","Con","Democrat",42,"MAdeg",42.5,"Clinton"
9,0,"Con","Lib","sliCon","Republican",41,"BAdeg",42.5,"Dole"
130,2,"Con","Mod","Con","Republican",37,"Coll",42.5,"Dole"
5,5,"sliCon","sliCon","Mod","Democrat",61,"HS",42.5,"Clinton"
4,7,"Mod","Lib","Con","Democrat",84,"Coll",42.5,"Clinton"
2800,7,"sliCon","sliLib","extCon","Democrat",46,"BAdeg",42.5,"Clinton"
4,0,"Mod","sliLib","Con","Republican",39,"MAdeg",42.5,"Clinton"
6,7,"Lib","sliLib","Con","Democrat",53,"HS",42.5,"Clinton"
4,7,"sliCon","extLib","Con","Republican",87,"BAdeg",42.5,"Dole"
84,2,"Mod","Con","Lib","Democrat",51,"HS",42.5,"Clinton"
0,0,"sliCon","Lib","sliCon","Independent",37,"CCdeg",42.5,"Dole"
9,1,"Mod","sliLib","sliCon","Independent",37,"BAdeg",42.5,"Dole"
290,0,"sliCon","Lib","Con","Republican",40,"BAdeg",42.5,"Dole"
0,3,"Mod","Mod","Con","Independent",46,"BAdeg",42.5,"Clinton"
9,7,"extLib","Mod","extLib","Independent",44,"HS",42.5,"Dole"
0,2,"Mod","sliLib","Con","Democrat",37,"HS",42.5,"Clinton"
0,7,"Mod","Lib","Con","Independent",55,"MAdeg",42.5,"Clinton"
22,0,"sliCon","Lib","sliCon","Democrat",40,"BAdeg",42.5,"Dole"
0,5,"sliLib","Lib","Con","Democrat",42,"MAdeg",42.5,"Clinton"
640,7,"Con","Lib","Con","Republican",40,"HS",42.5,"Dole"
10,0,"Con","Lib","Con","Republican",32,"HS",42.5,"Dole"
4,5,"sliCon","Lib","sliCon","Independent",58,"MAdeg",42.5,"Dole"
0,2,"sliCon","extLib","Con","Independent",37,"HS",42.5,"Dole"
640,4,"Mod","sliCon","sliCon","Republican",51,"HS",42.5,"Dole"
110,5,"sliLib","sliCon","Mod","Republican",44,"CCdeg",42.5,"Clinton"
0,2,"Mod","sliCon","Lib","Democrat",23,"HSdrop",42.5,"Clinton"
0,2,"Con","Lib","Con","Republican",38,"HS",42.5,"Dole"
67,0,"sliLib","Mod","Con","Democrat",42,"MAdeg",42.5,"Clinton"
520,7,"Mod","Lib","sliCon","Independent",60,"Coll",42.5,"Dole"
0,3,"Mod","sliLib","Con","Democrat",34,"Coll",42.5,"Clinton"
51,1,"Con","Lib","Con","Republican",49,"HS",42.5,"Dole"
0,0,"Mod","Lib","sliLib","Independent",40,"HS",42.5,"Dole"
2800,7,"Lib","Lib","extCon","Democrat",23,"Coll",42.5,"Clinton"
110,2,"Lib","sliLib","Con","Democrat",47,"HS",42.5,"Clinton"
7300,7,"Mod","Mod","extCon","Democrat",44,"CCdeg",42.5,"Clinton"
7300,5,"sliCon","Lib","Con","Democrat",37,"MAdeg",42.5,"Dole"
0,2,"Con","extLib","Con","Republican",26,"CCdeg",42.5,"Dole"
16,7,"extCon","Con","sliCon","Independent",51,"Coll",42.5,"Clinton"
140,4,"Mod","Mod","Con","Democrat",69,"HS",42.5,"Clinton"
54,2,"Lib","Lib","extCon","Democrat",36,"BAdeg",42.5,"Clinton"
2,2,"Lib","sliLib","Con","Independent",28,"Coll",42.5,"Clinton"
470,4,"sliCon","Lib","Con","Republican",40,"Coll",47.5,"Dole"
0,1,"Con","extLib","Con","Republican",45,"Coll",47.5,"Dole"
75,3,"sliCon","Lib","sliCon","Republican",75,"BAdeg",47.5,"Dole"
11,2,"Con","Lib","sliCon","Republican",32,"BAdeg",47.5,"Dole"
0,0,"sliLib","Lib","Con","Democrat",27,"HS",47.5,"Clinton"
2800,6,"sliCon","Lib","sliCon","Independent",63,"BAdeg",47.5,"Dole"
140,1,"sliCon","sliLib","Con","Republican",79,"MAdeg",47.5,"Dole"
9,7,"sliLib","Lib","Con","Democrat",40,"BAdeg",47.5,"Clinton"
7300,2,"Mod","sliLib","Con","Democrat",57,"BAdeg",47.5,"Clinton"
45,3,"sliLib","Mod","sliCon","Democrat",44,"BAdeg",47.5,"Clinton"
1600,7,"sliCon","Lib","sliCon","Republican",78,"BAdeg",47.5,"Dole"
9,7,"Mod","sliCon","sliCon","Republican",58,"MAdeg",47.5,"Clinton"
0,7,"Lib","Lib","extCon","Democrat",55,"HS",47.5,"Clinton"
130,4,"sliLib","Mod","Con","Independent",25,"BAdeg",47.5,"Clinton"
9,0,"Lib","sliLib","Con","Democrat",27,"MAdeg",47.5,"Clinton"
3500,3,"Mod","Lib","extCon","Independent",21,"HS",47.5,"Clinton"
0,3,"Con","Lib","Con","Republican",37,"Coll",47.5,"Dole"
0,0,"extCon","sliLib","Mod","Republican",31,"HS",47.5,"Dole"
35,7,"Lib","Mod","Con","Democrat",85,"MAdeg",47.5,"Clinton"
900,1,"Mod","Lib","Con","Republican",33,"HS",47.5,"Clinton"
27,7,"sliLib","extCon","Mod","Independent",63,"HSdrop",47.5,"Dole"
900,7,"Mod","Mod","Con","Democrat",51,"HS",47.5,"Clinton"
0,2,"sliLib","sliCon","Lib","Democrat",46,"HS",47.5,"Clinton"
64,2,"sliCon","Lib","Con","Republican",26,"CCdeg",47.5,"Dole"
4,7,"sliLib","sliLib","Con","Democrat",57,"BAdeg",47.5,"Clinton"
0,3,"Mod","Lib","Con","Democrat",48,"HS",47.5,"Dole"
0,2,"extCon","extLib","sliCon","Republican",55,"HS",47.5,"Dole"
53,0,"sliLib","Con","Mod","Democrat",37,"CCdeg",47.5,"Clinton"
290,2,"Con","Lib","Con","Republican",39,"HS",47.5,"Dole"
15,2,"Lib","sliLib","Mod","Democrat",24,"HS",47.5,"Dole"
0,0,"Con","sliLib","Con","Republican",30,"BAdeg",47.5,"Dole"
35,0,"sliLib","Mod","Con","Democrat",36,"MAdeg",47.5,"Clinton"
0,0,"sliCon","Mod","Con","Independent",45,"HS",47.5,"Clinton"
470,1,"sliCon","Lib","Con","Independent",29,"HS",47.5,"Clinton"
16,7,"Con","sliLib","Con","Republican",41,"Coll",47.5,"Dole"
40,1,"sliCon","sliLib","sliCon","Independent",28,"CCdeg",47.5,"Dole"
290,7,"Lib","Lib","extCon","Democrat",35,"Coll",47.5,"Clinton"
4,7,"Lib","sliLib","Con","Democrat",46,"Coll",47.5,"Clinton"
1,7,"extLib","Lib","extCon","Democrat",55,"Coll",47.5,"Clinton"
140,3,"Lib","sliLib","Con","Republican",65,"Coll",47.5,"Clinton"
110,1,"Mod","Lib","Con","Democrat",22,"Coll",47.5,"Clinton"
0,1,"Mod","Mod","Con","Democrat",41,"Coll",47.5,"Clinton"
900,1,"Lib","sliLib","Con","Independent",43,"MAdeg",47.5,"Clinton"
0,2,"Mod","sliLib","Con","Democrat",49,"Coll",47.5,"Clinton"
0,4,"Mod","Lib","sliCon","Independent",35,"MAdeg",47.5,"Dole"
51,7,"sliLib","sliLib","sliCon","Democrat",80,"HS",47.5,"Clinton"
71,2,"Mod","Con","Lib","Democrat",57,"Coll",47.5,"Clinton"
900,4,"sliLib","sliLib","Con","Democrat",48,"HS",47.5,"Clinton"
83,4,"extLib","Mod","Con","Independent",43,"BAdeg",47.5,"Clinton"
360,3,"Mod","Mod","extCon","Democrat",34,"Coll",47.5,"Clinton"
180,7,"Lib","Lib","Mod","Democrat",44,"CCdeg",47.5,"Clinton"
1,3,"Con","extLib","Con","Independent",49,"BAdeg",55,"Dole"
22,7,"sliCon","Lib","extCon","Independent",43,"MAdeg",55,"Clinton"
1,0,"Mod","sliLib","sliCon","Republican",39,"Coll",55,"Dole"
2,2,"Mod","sliLib","extCon","Democrat",27,"HS",55,"Clinton"
34,4,"Con","Lib","Con","Republican",30,"BAdeg",55,"Dole"
33,2,"Con","Lib","Con","Independent",33,"BAdeg",55,"Dole"
10,1,"Lib","sliLib","extCon","Democrat",32,"CCdeg",55,"Clinton"
290,7,"sliCon","Lib","Con","Republican",31,"BAdeg",55,"Dole"
0,2,"sliCon","sliLib","extCon","Independent",27,"CCdeg",55,"Clinton"
76,3,"Lib","Lib","Con","Democrat",36,"Coll",55,"Clinton"
20,7,"sliLib","Lib","Con","Independent",45,"CCdeg",55,"Clinton"
0,5,"Mod","Con","sliCon","Independent",51,"HS",55,"Clinton"
0,0,"Con","Lib","sliLib","Republican",36,"Coll",55,"Dole"
0,7,"Con","Mod","Con","Independent",47,"MAdeg",55,"Dole"
470,4,"Mod","Mod","Con","Democrat",42,"BAdeg",55,"Clinton"
9,6,"Con","extLib","sliCon","Republican",70,"BAdeg",55,"Dole"
0,0,"sliLib","sliLib","Con","Independent",40,"Coll",55,"Clinton"
0,7,"Lib","sliCon","extCon","Democrat",38,"HS",55,"Clinton"
8,0,"sliCon","extLib","Con","Independent",29,"HS",55,"Dole"
1,0,"Mod","Lib","sliCon","Republican",58,"HS",55,"Dole"
1,7,"Mod","Con","extLib","Independent",28,"HS",55,"Clinton"
7,1,"Con","sliLib","Con","Republican",30,"Coll",55,"Dole"
0,3,"Mod","sliLib","Con","Independent",48,"CCdeg",55,"Clinton"
170,0,"Con","Lib","Con","Republican",35,"Coll",55,"Dole"
270,3,"Con","extCon","Con","Democrat",38,"HS",55,"Clinton"
0,0,"Mod","Lib","sliCon","Independent",56,"MAdeg",55,"Dole"
13,4,"sliCon","sliLib","Con","Republican",62,"Coll",55,"Dole"
10,7,"Con","extLib","Con","Republican",56,"Coll",55,"Dole"
22,0,"Con","Lib","sliCon","Republican",32,"HS",55,"Dole"
640,5,"Mod","sliCon","extCon","Democrat",50,"CCdeg",55,"Clinton"
900,3,"sliLib","Mod","Con","Democrat",45,"BAdeg",55,"Clinton"
22,7,"sliLib","sliLib","Mod","Democrat",36,"BAdeg",55,"Clinton"
62,1,"Con","Lib","Con","Republican",49,"Coll",55,"Dole"
110,2,"extCon","extLib","Con","Republican",31,"BAdeg",55,"Dole"
84,4,"Lib","sliLib","Con","Independent",33,"MAdeg",55,"Clinton"
0,1,"Con","Lib","Con","Republican",35,"Coll",55,"Dole"
13,2,"Mod","Lib","sliCon","Independent",73,"Coll",55,"Dole"
20,7,"Con","extLib","sliCon","Republican",54,"CCdeg",55,"Dole"
0,3,"Mod","Lib","extCon","Democrat",48,"HS",55,"Clinton"
16,3,"Con","Lib","Con","Independent",65,"Coll",55,"Dole"
6,7,"sliCon","Con","sliCon","Republican",46,"Coll",55,"Clinton"
12,0,"Lib","Lib","Con","Democrat",45,"MAdeg",55,"Clinton"
0,7,"Con","Lib","sliCon","Republican",65,"MAdeg",55,"Dole"
0,0,"Con","Lib","Con","Republican",45,"BAdeg",55,"Dole"
170,7,"Mod","extLib","sliCon","Independent",89,"MAdeg",55,"Dole"
100,0,"sliCon","sliLib","Con","Independent",32,"Coll",55,"Clinton"
5,4,"Con","Mod","Mod","Democrat",38,"Coll",55,"Clinton"
3500,5,"Lib","Mod","Lib","Republican",33,"Coll",55,"Dole"
71,4,"Con","Lib","sliCon","Republican",49,"MAdeg",55,"Dole"
4,7,"sliCon","Lib","Con","Republican",64,"BAdeg",55,"Dole"
7300,5,"sliCon","Mod","extCon","Democrat",55,"Coll",55,"Clinton"
7,0,"sliLib","sliLib","sliCon","Democrat",56,"MAdeg",55,"Clinton"
290,4,"Mod","sliCon","sliLib","Republican",30,"BAdeg",55,"Clinton"
0,0,"sliCon","Mod","Con","Republican",41,"MAdeg",55,"Dole"
0,1,"Con","Lib","sliCon","Republican",39,"CCdeg",55,"Dole"
520,7,"Mod","Mod","Con","Independent",34,"HS",55,"Clinton"
430,5,"Mod","sliCon","extCon","Democrat",53,"HS",55,"Clinton"
9,2,"sliLib","sliLib","Con","Independent",40,"BAdeg",55,"Clinton"
