"popul","TVnews","selfLR","ClinLR","DoleLR","PID","age","educ","income","vote"
40,0,"sliLib","sliLib","Con","Democrat",48,"BAdeg",55,"Clinton"
2,7,"Con","sliCon","sliCon","Republican",59,"Coll",55,"Clinton"
75,7,"Con","Lib","Mod","Independent",54,"Coll",55,"Dole"
170,0,"sliLib","sliCon","Con","Democrat",41,"BAdeg",55,"Clinton"
170,1,"Lib","sliLib","Con","Democrat",41,"BAdeg",55,"Clinton"
640,5,"sliCon","sliLib","Con","Independent",63,"MAdeg",55,"Clinton"
2800,1,"extCon","extLib","Con","Independent",39,"HS",55,"Dole"
9,3,"extCon","Lib","sliCon","Independent",46,"HS",55,"Clinton"
150,7,"Mod","sliLib","Con","Democrat",55,"HS",55,"Clinton"
0,7,"Mod","extLib","sliCon","Independent",42,"HS",55,"Dole"
0,7,"Con","sliLib","Con","Independent",58,"HSdrop",55,"Dole"
100,0,"sliLib","Lib","Con","Independent",42,"Coll",55,"Clinton"
33,7,"Mod","sliLib","Mod","Independent",40,"BAdeg",55,"Dole"
310,7,"sliCon","Lib","sliCon","Democrat",56,"BAdeg",55,"Dole"
53,1,"Mod","sliCon","Lib","Independent",37,"Coll",55,"Clinton"
13,2,"sliLib","Lib","Con","Independent",37,"BAdeg",55,"Clinton"
290,6,"sliCon","extLib","sliCon","Republican",49,"BAdeg",55,"Dole"
310,7,"Con","extLib","Con","Republican",63,"Coll",55,"Dole"
0,7,"Con","Lib","sliCon","Republican",30,"MAdeg",55,"Dole"
54,7,"Mod","Lib","Con","Independent",62,"CCdeg",55,"Dole"
1600,0,"Mod","sliLib","Con","Democrat",30,"BAdeg",55,"Clinton"
14,0,"Con","sliLib","Con","Republican",34,"BAdeg",55,"Dole"
25,7,"Con","sliLib","Con","Republican",41,"Coll",55,"Dole"
45,0,"Mod","sliCon","Mod","Republican",43,"HS",55,"Dole"
20,2,"sliCon","Lib","Con","Independent",33,"CCdeg",55,"Clinton"
18,6,"Mod","sliLib","sliCon","Republican",67,"MAdeg",55,"Dole"
740,7,"sliCon","extLib","Con","Democrat",55,"CCdeg",55,"Dole"
9,6,"Lib","Lib","Con","Democrat",33,"CCdeg",55,"Clinton"
5,0,"Con","extLib","sliCon","Republican",61,"Coll",55,"Dole"
7300,7,"Mod","extLib","Con","Independent",45,"HS",55,"Clinton"
81,7,"Mod","sliLib","extCon","Democrat",34,"HS",55,"Clinton"
190,1,"Con","Lib","Con","Republican",35,"HS",55,"Dole"
51,1,"Mod","Mod","sliCon","Independent",50,"BAdeg",55,"Clinton"
7300,7,"sliLib","Mod","Lib","Democrat",38,"Coll",55,"Clinton"
350,0,"Con","Lib","Con","Republican",56,"HS",55,"Dole"
27,2,"Mod","extLib","Con","Republican",31,"HS",55,"Dole"
33,5,"Con","extLib","Mod","Republican",40,"MAdeg",55,"Dole"
50,4,"sliLib","Lib","Con","Democrat",44,"HS",55,"Clinton"
1,7,"Con","sliCon","Lib","Independent",39,"Coll",55,"Clinton"
11,1,"Mod","sliLib","Con","Democrat",45,"HS",55,"Clinton"
51,5,"sliLib","sliLib","Con","Democrat",72,"BAdeg",55,"Clinton"
160,7,"Lib","sliLib","sliCon","Democrat",44,"MAdeg",55,"Clinton"
16,7,"extLib","sliLib","Con","Democrat",61,"MAdeg",67.5,"Clinton"
110,6,"Con","Lib","Con","Republican",34,"MAdeg",67.5,"Dole"
110,4,"sliCon","Lib","sliCon","Republican",61,"BAdeg",67.5,"Dole"
13,6,"sliLib","sliLib","extCon","Democrat",67,"Coll",67.5,"Clinton"
220,7,"Mod","extLib","Mod","Republican",38,"BAdeg",67.5,"Dole"
470,7,"Mod","Lib","Con","Democrat",50,"BAdeg",67.5,"Clinton"
22,6,"Con","extLib","Con","Republican",62,"Coll",67.5,"Dole"
9,2,"Con","sliLib","Con","Republican",36,"BAdeg",67.5,"Dole"
22,3,"Con","sliLib","sliCon","Independent",50,"BAdeg",67.5,"Dole"
190,2,"Mod","Lib","extCon","Democrat",30,"BAdeg",67.5,"Clinton"
100,5,"Con","Lib","Con","Republican",59,"CCdeg",67.5,"Dole"
14,7,"sliLib","sliLib","Con","Democrat",62,"BAdeg",67.5,"Clinton"
0,7,"Mod","sliLib","Con","Independent",40,"Coll",67.5,"Clinton"
180,1,"Con","extLib","Con","Republican",30,"Coll",67.5,"Dole"
3,6,"sliLib","Lib","Con","Independent",47,"HS",67.5,"Clinton"
51,2,"sliCon","Lib","Con","Democrat",41,"BAdeg",67.5,"Clinton"
9,2,"Con","extLib","Con","Republican",35,"MAdeg",67.5,"Dole"
0,7,"sliCon","Lib","Con","Republican",45,"Coll",67.5,"Dole"
0,2,"Mod","Lib","Con","Independent",34,"BAdeg",67.5,"Dole"
71,2,"sliCon","extCon","Lib","Independent",55,"HS",67.5,"Clinton"
290,1,"sliCon","sliLib","Con","Independent",37,"Coll",67.5,"Clinton"
45,3,"sliCon","Lib","Mod","Independent",61,"MAdeg",67.5,"Dole"
0,3,"Mod","sliCon","Mod","Democrat",62,"HSdrop",67.5,"Clinton"
26,1,"sliCon","Lib","Con","Republican",54,"BAdeg",67.5,"Dole"
87,3,"Lib","sliLib","Con","Democrat",33,"BAdeg",67.5,"Clinton"
0,0,"Lib","sliLib","Con","Democrat",50,"BAdeg",67.5,"Clinton"
630,0,"sliLib","Mod","extCon","Independent",37,"HS",67.5,"Clinton"
50,5,"sliCon","sliLib","Con","Independent",44,"HS",67.5,"Dole"
35,7,"Mod","sliLib","Mod","Independent",78,"HS",67.5,"Clinton"
180,7,"Con","Lib","Mod","Republican",56,"HS",67.5,"Clinton"
32,0,"Lib","sliLib","Mod","Independent",29,"BAdeg",67.5,"Clinton"
0,7,"sliLib","Lib","sliCon","Independent",52,"BAdeg",67.5,"Clinton"
51,1,"Con","Mod","sliCon","Democrat",31,"HS",67.5,"Clinton"
40,0,"Con","sliLib","Con","Republican",34,"MAdeg",67.5,"Dole"
0,2,"sliCon","sliLib","Con","Republican",31,"MAdeg",67.5,"Dole"
0,7,"Mod","sliLib","sliCon","Independent",43,"BAdeg",67.5,"Clinton"
0,1,"Mod","Mod","sliLib","Republican",31,"HS",67.5,"Dole"
1,6,"Con","extLib","Con","Republican",63,"MAdeg",67.5,"Dole"
7,2,"Lib","sliLib","extCon","Independent",38,"Coll",67.5,"Clinton"
0,2,"Con","Lib","Con","Republican",31,"CCdeg",67.5,"Dole"
71,2,"Lib","extLib","extCon","Democrat",64,"HS",67.5,"Clinton"
75,2,"sliLib","Lib","sliCon","Republican",55,"MAdeg",67.5,"Clinton"
55,1,"Lib","Lib","Con","Democrat",41,"HS",67.5,"Clinton"
290,4,"sliLib","Mod","sliCon","Republican",38,"Coll",67.5,"Dole"
88,4,"Con","sliLib","Con","Republican",28,"BAdeg",67.5,"Dole"
0,7,"Mod","sliLib","sliCon","Republican",42,"CCdeg",67.5,"Dole"
16,7,"Lib","Mod","sliLib","Democrat",43,"Coll",67.5,"Clinton"
75,1,"sliCon","extLib","Con","Republican",37,"Coll",67.5,"Dole"
220,1,"Mod","Lib","Con","Independent",47,"CCdeg",67.5,"Clinton"
3,5,"sliCon","extLib","Con","Republican",52,"MAdeg",67.5,"Dole"
130,0,"sliCon","Lib","Con","Republican",32,"Coll",67.5,"Dole"
0,5,"Mod","Mod","sliLib","Independent",29,"HS",67.5,"Clinton"
110,2,"Con","Lib","sliCon","Independent",56,"HS",67.5,"Dole"
12,7,"Mod","sliLib","sliCon","Republican",63,"MAdeg",67.5,"Dole"
180,3,"sliLib","sliLib","Con","Democrat",35,"CCdeg",67.5,"Clinton"
93,7,"Mod","sliLib","sliCon","Independent",36,"Coll",67.5,"Dole"
170,7,"Mod","Lib","extCon","Democrat",75,"CCdeg",67.5,"Clinton"
31,5,"sliLib","sliLib","Con","Democrat",48,"BAdeg",67.5,"Clinton"
62,4,"extCon","Lib","Con","Republican",36,"CCdeg",67.5,"Dole"
30,4,"Mod","sliLib","Con","Independent",34,"BAdeg",67.5,"Clinton"
66,7,"Mod","sliLib","extCon","Democrat",35,"CCdeg",67.5,"Clinton"
3,3,"sliCon","Lib","sliCon","Republican",50,"Coll",67.5,"Dole"
18,3,"sliCon","Lib","sliCon","Republican",39,"MAdeg",67.5,"Dole"
350,5,"sliCon","Mod","Con","Republican",70,"MAdeg",67.5,"Dole"
71,7,"Mod","Lib","sliCon","Republican",76,"HS",67.5,"Dole"
3500,5,"sliCon","Lib","sliCon","Republican",35,"BAdeg",67.5,"Dole"
0,0,"sliLib","Mod","sliLib","Independent",53,"MAdeg",67.5,"Dole"
360,6,"sliCon","Lib","Con","Independent",46,"BAdeg",67.5,"Dole"
81,2,"sliCon","Lib","sliCon","Independent",34,"Coll",67.5,"Dole"
350,5,"Mod","Mod","Con","Republican",69,"Coll",67.5,"Clinton"
190,1,"sliCon","Lib","sliCon","Democrat",32,"HS",67.5,"Clinton"
0,7,"sliCon","extLib","Con","Republican",50,"HSdrop",67.5,"Dole"
290,1,"sliCon","sliLib","Con","Republican",35,"BAdeg",67.5,"Dole"
18,0,"Con","extLib","Con","Republican",67,"CCdeg",67.5,"Dole"
11,3,"sliCon","sliCon","Con","Republican",47,"HS",67.5,"Clinton"
2,2,"Con","sliLib","sliCon","Independent",50,"BAdeg",67.5,"Dole"
570,0,"Con","Lib","Con","Independent",32,"HS",67.5,"Dole"
310,3,"sliCon","Mod","Con","Independent",58,"CCdeg",67.5,"Clinton"
1,7,"sliLib","Lib","extCon","Democrat",49,"MAdeg",67.5,"Clinton"
0,2,"Con","sliLib","Con","Democrat",43,"Coll",67.5,"Dole"
35,1,"sliCon","Lib","Con","Republican",24,"BAdeg",67.5,"Dole"
22,7,"sliCon","sliLib","Mod","Independent",58,"MAdeg",67.5,"Clinton"
2,1,"Lib","Lib","sliCon","Democrat",43,"Coll",67.5,"Clinton"
0,7,"Mod","sliLib","Con","Republican",59,"HS",67.5,"Dole"
0,3,"Con","extLib","Con","Republican",40,"CCdeg",67.5,"Dole"
310,0,"sliCon","Lib","extCon","Democrat",35,"Coll",67.5,"Clinton"
470,5,"Lib","sliLib","sliCon","Democrat",48,"Coll",67.5,"Clinton"
0,4,"Con","extLib","Con","Republican",40,"HS",67.5,"Dole"
270,3,"sliLib","Lib","extCon","Democrat",48,"HS",67.5,"Clinton"
110,0,"Lib","Mod","Con","Democrat",47,"MAdeg",67.5,"Clinton"
50,3,"Con","Mod","extLib","Democrat",23,"HS",67.5,"Clinton"
0,0,"Con","extLib","Con","Republican",38,"HS",67.5,"Dole"
3,7,"Con","Lib","Con","Republican",81,"MAdeg",67.5,"Dole"
31,5,"sliLib","sliLib","Con","Democrat",48,"BAdeg",67.5,"Clinton"
22,7,"sliCon","Con","Lib","Independent",52,"HS",67.5,"Clinton"
83,2,"Mod","extLib","Con","Independent",24,"BAdeg",67.5,"Dole"
9,0,"Mod","Lib","Con","Democrat",21,"CCdeg",67.5,"Clinton"
5,7,"sliCon","Lib","Con","Republican",70,"BAdeg",67.5,"Dole"
0,7,"extCon","extLib","extCon","Republican",24,"BAdeg",67.5,"Dole"
0,7,"Mod","sliLib","sliCon","Democrat",57,"MAdeg",67.5,"Clinton"
0,6,"sliLib","sliCon","Con","Independent",37,"BAdeg",67.5,"Clinton"
27,1,"sliLib","sliCon","sliLib","Republican",25,"CCdeg",67.5,"Clinton"
110,1,"Con","sliCon","extLib","Democrat",33,"HS",67.5,"Clinton"
0,7,"Mod","Con","sliLib","Democrat",45,"HS",82.5,"Clinton"
0,3,"sliCon","Lib","extCon","Republican",42,"BAdeg",82.5,"Clinton"
350,3,"sliLib","sliLib","Con","Independent",47,"BAdeg",82.5,"Clinton"
0,7,"Con","extLib","Con","Republican",51,"MAdeg",82.5,"Dole"
5,7,"sliCon","Mod","Con","Republican",85,"HSdrop",82.5,"Clinton"
15,4,"sliLib","sliLib","Con","Independent",32,"MAdeg",82.5,"Clinton"
35,7,"sliLib","sliLib","Con","Independent",31,"MAdeg",82.5,"Clinton"
0,2,"Mod","sliLib","Con","Independent",23,"BAdeg",82.5,"Clinton"
75,3,"sliLib","sliLib","Con","Democrat",42,"BAdeg",82.5,"Clinton"
0,5,"Con","Lib","sliCon","Republican",55,"BAdeg",82.5,"Dole"
16,7,"Con","Lib","Con","Republican",45,"BAdeg",82.5,"Dole"
0,1,"Con","Lib","sliCon","Republican",35,"MAdeg",82.5,"Dole"
0,0,"Lib","Mod","Con","Democrat",45,"BAdeg",82.5,"Clinton"
0,0,"sliLib","sliLib","sliCon","Independent",42,"HS",82.5,"Clinton"
4,1,"Con","Lib","Con","Republican",37,"Coll",82.5,"Dole"
62,0,"Mod","Mod","Mod","Republican",38,"HS",82.5,"Dole"
0,3,"Lib","Lib","Con","Democrat",47,"MAdeg",82.5,"Clinton"
4,7,"Mod","Lib","Con","Independent",32,"BAdeg",82.5,"Clinton"
56,2,"sliCon","Lib","Con","Republican",35,"BAdeg",82.5,"Dole"
2,6,"Mod","Lib","Con","Republican",38,"Coll",82.5,"Dole"
0,0,"Mod","Mod","Mod","Independent",40,"HS",82.5,"Clinton"
75,7,"Con","Lib","sliCon","Republican",62,"BAdeg",82.5,"Dole"
10,2,"Lib","Lib","Con","Democrat",28,"MAdeg",82.5,"Clinton"
0,6,"Con","Lib","sliCon","Republican",59,"CCdeg",82.5,"Dole"
0,2,"extLib","Lib","Con","Democrat",25,"BAdeg",82.5,"Clinton"
220,2,"Mod","Lib","Con","Republican",31,"BAdeg",82.5,"Dole"
0,1,"extCon","Lib","Con","Republican",45,"Coll",82.5,"Dole"
75,0,"sliCon","Lib","extCon","Republican",42,"BAdeg",82.5,"Clinton"
0,3,"Lib","Lib","sliCon","Democrat",56,"MAdeg",82.5,"Clinton"
140,5,"sliLib","sliLib","Con","Democrat",47,"MAdeg",82.5,"Clinton"
290,1,"Con","Lib","sliCon","Republican",38,"BAdeg",82.5,"Dole"
350,7,"Mod","sliLib","extCon","Independent",47,"BAdeg",82.5,"Clinton"
55,1,"sliCon","Lib","Con","Republican",49,"Coll",82.5,"Dole"
31,3,"sliLib","sliLib","Con","Independent",29,"MAdeg",82.5,"Clinton"
17,7,"Lib","Lib","Con","Democrat",57,"BAdeg",82.5,"Clinton"
51,4,"Con","sliLib","sliCon","Republican",68,"HS",82.5,"Dole"
140,7,"Lib","Lib","Mod","Democrat",76,"BAdeg",82.5,"Clinton"
9,4,"Con","Lib","Con","Republican",66,"BAdeg",82.5,"Dole"
0,7,"sliCon","extLib","Con","Independent",59,"Coll",82.5,"Dole"
640,7,"sliCon","sliLib","Con","Independent",37,"MAdeg",82.5,"Clinton"
32,2,"sliCon","Lib","Con","Republican",38,"BAdeg",82.5,"Dole"
5,7,"Con","Lib","Con","Republican",47,"MAdeg",82.5,"Dole"
8,1,"sliCon","Lib","Mod","Republican",36,"MAdeg",82.5,"Dole"
18,0,"sliCon","Mod","Con","Democrat",45,"MAdeg",82.5,"Clinton"
0,6,"sliCon","Lib","Con","Republican",39,"MAdeg",82.5,"Dole"
0,1,"sliLib","Lib","Con","Democrat",34,"BAdeg",82.5,"Clinton"
0,3,"Con","Con","Mod","Democrat",49,"Coll",82.5,"Clinton"
31,2,"Con","Lib","Con","Republican",36,"BAdeg",82.5,"Dole"
350,7,"Con","extLib","Con","Republican",81,"CCdeg",82.5,"Dole"
20,1,"sliCon","Lib","Con","Independent",29,"Coll",82.5,"Dole"
70,3,"sliCon","sliLib","Mod","Democrat",45,"BAdeg",82.5,"Clinton"
31,3,"sliCon","Lib","Con","Republican",21,"Coll",82.5,"Dole"
3,7,"Lib","Mod","sliLib","Republican",33,"BAdeg",82.5,"Dole"
9,7,"Mod","Mod","Lib","Independent",44,"HS",97.5,"Clinton"
59,1,"Lib","Lib","Con","Independent",52,"MAdeg",97.5,"Clinton"
27,2,"sliLib","sliCon","extCon","Democrat",38,"Coll",97.5,"Clinton"
51,4,"Lib","sliLib","Con","Independent",44,"CCdeg",97.5,"Clinton"
9,7,"Con","Lib","Con","Republican",87,"MAdeg",97.5,"Dole"
0,2,"extCon","Lib","Con","Republican",22,"HS",97.5,"Dole"
88,0,"sliLib","sliLib","sliCon","Independent",32,"BAdeg",97.5,"Dole"
67,0,"Mod","sliCon","Con","Independent",69,"HS",97.5,"Clinton"
29,2,"Con","Lib","sliCon","Republican",49,"BAdeg",97.5,"Dole"
5,0,"Con","Lib","Con","Republican",53,"HS",97.5,"Dole"
0,0,"Con","extLib","Con","Republican",44,"BAdeg",97.5,"Dole"
900,1,"Con","Lib","extCon","Republican",34,"BAdeg",97.5,"Dole"
18,1,"Con","extLib","sliCon","Republican",55,"MAdeg",97.5,"Dole"
190,2,"sliLib","sliLib","Con","Democrat",35,"BAdeg",97.5,"Clinton"
2,7,"Mod","sliCon","sliCon","Independent",55,"HS",97.5,"Clinton"
5,3,"Con","sliLib","sliCon","Republican",27,"BAdeg",97.5,"Dole"
56,3,"Mod","Mod","sliCon","Democrat",26,"BAdeg",97.5,"Clinton"
75,7,"Mod","Lib","Con","Republican",54,"BAdeg",97.5,"Clinton"
56,0,"sliCon","Lib","Con","Republican",42,"Coll",97.5,"Dole"
0,5,"Con","extLib","Con","Republican",57,"MAdeg",97.5,"Dole"
0,0,"extCon","extLib","Mod","Republican",54,"BAdeg",97.5,"Dole"
75,6,"Con","sliLib","Con","Republican",55,"BAdeg",97.5,"Dole"
1600,7,"sliCon","sliLib","Con","Republican",50,"MAdeg",97.5,"Dole"
15,0,"sliCon","sliCon","Con","Democrat",57,"MAdeg",97.5,"Clinton"
19,3,"sliCon","sliLib","extCon","Independent",46,"Coll",97.5,"Clinton"
16,7,"Con","Lib","Con","Republican",53,"BAdeg",97.5,"Dole"
42,2,"sliLib","sliLib","sliCon","Democrat",32,"MAdeg",97.5,"Clinton"
18,5,"sliCon","Lib","sliCon","Independent",53,"CCdeg",97.5,"Dole"
0,3,"sliLib","sliLib","Con","Democrat",39,"BAdeg",97.5,"Clinton"
310,1,"sliCon","Lib","sliCon","Independent",47,"BAdeg",97.5,"Dole"
1600,7,"sliCon","Lib","Mod","Independent",57,"Coll",97.5,"Clinton"
23,5,"Con","sliLib","Con","Republican",49,"BAdeg",97.5,"Dole"
20,1,"sliCon","Mod","Con","Republican",31,"CCdeg",97.5,"Clinton"
51,5,"sliCon","sliLib","sliCon","Republican",43,"BAdeg",97.5,"Dole"
0,2,"sliCon","Lib","sliCon","Independent",44,"BAdeg",97.5,"Dole"
0,4,"Mod","sliLib","Con","Democrat",39,"BAdeg",97.5,"Clinton"
0,2,"Con","extLib","Con","Republican",49,"Coll",97.5,"Dole"
18,7,"sliCon","Mod","Con","Independent",72,"BAdeg",97.5,"Dole"
7300,7,"sliCon","Lib","Con","Republican",50,"BAdeg",97.5,"Dole"
110,1,"sliCon","Lib","Con","Republican",28,"Coll",97.5,"Dole"
0,0,"sliCon","Lib","extCon","Independent",48,"MAdeg",97.5,"Dole"
3500,1,"sliLib","Mod","extCon","Democrat",32,"BAdeg",97.5,"Clinton"
720,7,"sliCon","sliCon","sliCon","Democrat",63,"Coll",97.5,"Clinton"
9,4,"Mod","sliCon","Con","Republican",36,"Coll",97.5,"Dole"
47,7,"Con","sliLib","Con","Republican",36,"BAdeg",97.5,"Dole"
350,7,"sliLib","Lib","extCon","Independent",53,"HS",97.5,"Clinton"
0,5,"Lib","Lib","Con","Independent",44,"MAdeg",97.5,"Clinton"
0,0,"Mod","Lib","Con","Republican",41,"MAdeg",115,"Dole"
83,0,"Lib","sliLib","Con","Democrat",56,"MAdeg",115,"Clinton"
1,4,"Mod","Mod","Con","Independent",63,"MAdeg",115,"Clinton"
190,7,"Lib","Mod","Con","Democrat",52,"BAdeg",115,"Clinton"
0,7,"sliLib","sliLib","extCon","Independent",43,"MAdeg",115,"Clinton"
12,7,"Mod","sliLib","Con","Independent",40,"HS",115,"Clinton"
9,5,"sliCon","extLib","extCon","Independent",69,"Coll",115,"Dole"
23,7,"Lib","Lib","Con","Democrat",49,"MAdeg",115,"Clinton"
9,1,"sliLib","sliLib","Con","Independent",65,"MAdeg",115,"Clinton"
18,5,"Con","extLib","Con","Republican",53,"MAdeg",115,"Dole"
0,5,"sliCon","sliLib","sliCon","Republican",50,"Coll",115,"Dole"
12,3,"Lib","Mod","Con","Democrat",27,"CCdeg",115,"Clinton"
0,6,"sliCon","sliLib","sliCon","Republican",44,"BAdeg",115,"Dole"
170,2,"Lib","sliLib","sliCon","Democrat",54,"MAdeg",115,"Clinton"
0,7,"Mod","Lib","Con","Independent",33,"CCdeg",115,"Dole"
9,0,"Mod","Mod","Con","Independent",48,"MAdeg",115,"Clinton"
23,3,"sliCon","Lib","Con","Republican",54,"CCdeg",115,"Dole"
0,0,"Con","Lib","sliCon","Republican",56,"HS",115,"Dole"
9,1,"Lib","Mod","extCon","Independent",34,"MAdeg",115,"Clinton"
290,7,"Con","Mod","extCon","Republican",41,"BAdeg",115,"Clinton"
1,0,"sliCon","extLib","sliCon","Republican",40,"BAdeg",115,"Dole"
350,1,"extCon","Lib","Con","Republican",55,"BAdeg",115,"Dole"
20,0,"Mod","sliLib","sliCon","Republican",38,"BAdeg",115,"Dole"
0,3,"Con","Lib","Con","Republican",40,"BAdeg",115,"Dole"
23,1,"Con","extLib","Con","Republican",46,"Coll",115,"Dole"
150,4,"sliLib","sliLib","Mod","Democrat",26,"BAdeg",115,"Clinton"
31,0,"sliCon","Lib","extCon","Independent",49,"BAdeg",115,"Clinton"
0,7,"Mod","extLib","sliCon","Republican",51,"CCdeg",115,"Dole"
9,2,"sliCon","Lib","Con","Independent",46,"BAdeg",115,"Clinton"
47,0,"sliLib","Mod","Con","Independent",40,"MAdeg",115,"Clinton"
900,0,"sliLib","Mod","extCon","Independent",30,"CCdeg",115,"Clinton"
83,3,"Lib","sliLib","Con","Independent",45,"CCdeg",115,"Clinton"
18,7,"sliCon","Mod","Con","Independent",52,"MAdeg",115,"Dole"
0,0,"Con","extLib","sliCon","Republican",36,"BAdeg",115,"Dole"
20,0,"Mod","sliLib","sliCon","Independent",49,"BAdeg",115,"Clinton"
24,7,"sliLib","Mod","sliCon","Democrat",38,"MAdeg",115,"Clinton"
18,0,"Lib","Mod","Con","Democrat",51,"MAdeg",115,"Clinton"
9,3,"sliLib","Lib","sliCon","Democrat",47,"BAdeg",115,"Clinton"
0,1,"Con","extLib","sliCon","Republican",52,"MAdeg",115,"Dole"
9,0,"Con","Lib","Con","Republican",33,"BAdeg",115,"Dole"
0,4,"Mod","Lib","Con","Republican",50,"Coll",115,"Dole"
18,7,"Con","Lib","sliCon","Independent",48,"MAdeg",115,"Dole"
19,3,"Lib","Lib","Con","Democrat",36,"BAdeg",115,"Clinton"
31,3,"Lib","sliLib","Con","Democrat",35,"MAdeg",115,"Clinton"
3500,7,"extCon","sliLib","sliCon","Independent",34,"MAdeg",115,"Clinton"
0,7,"Lib","Mod","sliCon","Independent",53,"BAdeg",115,"Clinton"
33,0,"Mod","sliLib","Con","Independent",33,"MAdeg",115,"Clinton"
0,1,"Con","sliLib","Con","Republican",52,"BAdeg",115,"Dole"
18,3,"Mod","sliLib","Con","Independent",44,"MAdeg",115,"Clinton"
0,0,"sliLib","Mod","Mod","Democrat",48,"BAdeg",115,"Clinton"
31,3,"sliCon","Lib","Con","Republican",20,"Coll",115,"Dole"
0,5,"sliLib","Lib","Mod","Republican",45,"BAdeg",115,"Dole"
59,7,"Mod","Lib","Con","Independent",70,"HS",115,"Clinton"
0,0,"sliLib","sliLib","Mod","Independent",39,"HS",115,"Clinton"
7300,7,"sliLib","sliLib","sliCon","Democrat",40,"MAdeg",115,"Dole"
75,4,"sliCon","Lib","extCon","Republican",62,"BAdeg",115,"Dole"
0,7,"sliCon","Lib","Con","Independent",46,"BAdeg",115,"Dole"
27,7,"Mod","Mod","extCon","Independent",46,"HS",115,"Clinton"
1600,7,"Mod","Lib","sliCon","Republican",56,"MAdeg",115,"Dole"
0,7,"Con","sliLib","Con","Republican",55,"MAdeg",115,"Dole"
0,7,"Con","Lib","Con","Republican",41,"Coll",115,"Dole"
7300,1,"Lib","sliLib","Con","Democrat",43,"MAdeg",115,"Clinton"
16,7,"extCon","extLib","extCon","Republican",34,"HS",115,"Dole"
0,7,"extCon","extLib","Con","Independent",73,"BAdeg",115,"Dole"
0,7,"sliCon","Lib","Con","Republican",50,"BAdeg",115,"Dole"
0,3,"Con","Lib","extCon","Republican",43,"BAdeg",115,"Dole"
0,6,"Con","Lib","sliCon","Republican",46,"MAdeg",115,"Dole"
18,7,"Mod","Lib","Con","Independent",61,"MAdeg",115,"Dole"
